stationid,latitude,longitude,depth,stationdepthunits,areaweight,replicate,sampledate,taxon,abundance,exclude,stratum,finalstratum,salinity,areaweight_all_sites
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Spiophanes duplex,2,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Capitella capitata Cmplx,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Cryptomya californica,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Harmothoe imbricata Cmplx,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Kirkegaardia siblina,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Lumbrineris sp,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Melinna oculata,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Modiolatus neglectus,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Monocorophium insidiosum,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Monocorophium sp,1,Yes,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Nereis sp A,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Oxydromus pugettensis,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Phyllodoce longipes,1,No,Marinas,Marinas,34.7,0.37406112
B18-10052,33.773667,-118.24765,5.4,m,0.37406112,1,8/13/2018,Podarkeopsis glabrus,1,No,Marinas,Marinas,34.7,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Exogone lourei,550,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Grandidierella japonica,273,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Zeuxo normani Cmplx,248,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Capitella capitata Cmplx,95,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Oligochaeta,93,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Cossura sp A,66,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Caprella simia,64,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Caprella sp,47,Yes,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Pseudopolydora paucibranchiata,36,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Cirratulus dillonensis,35,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Euclymeninae sp A,35,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Dorvillea (Schistomeringos) longicornis,34,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Exogone sp,31,Yes,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Caprellidae,21,Yes,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Harmothoe imbricata Cmplx,21,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Leitoscoloplos pugettensis,16,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Mediomastus sp,15,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Musculista senhousia,14,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Ampithoe lacertosa,13,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Kirkegaardia serratiseta,13,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Eochelidium sp A,11,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Cirratulus sp,7,Yes,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Heterophoxus cf ellisi,7,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Scoletoma sp C,6,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Megasyllis nipponica,5,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Pista brevibranchiata,4,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Euphilomedes carcharodonta,3,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Paranthura japonica,3,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Rudilemboides stenopropodus,3,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Spiophanes duplex,3,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Glycera americana,2,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Paramicrodeutopus schmitti,2,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Sphaerosyllis californiensis,2,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Alia carinata,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Amphiuridae,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Ascidia ceratodes,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Bipalponephtys cornuta,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Caprella verrucosa,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Euchone limnicola,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Foxiphalus golfensis,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Molgula ficus,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Monocorophium acherusicum,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Oxydromus pugettensis,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Oxyurostylis pacifica,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Phoronis sp,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Phtisica marina,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Protocirrineris sp B,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Pseudotanais makrothrix,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Serpula columbiana,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Tanaididae,1,Yes,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Tubulanus polymorphus,1,No,Marinas,Marinas,34.5,0.37406112
B18-10053,33.767233,-118.24965,4.3,m,0.37406112,1,8/12/2018,Zygonemertes virescens,1,No,Marinas,Marinas,34.5,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Cossura candida,22,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Kurtiella coani,11,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Pseudopolydora paucibranchiata,11,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Aphelochaeta glandaria Cmplx,8,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Leitoscoloplos pugettensis,8,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Eochelidium sp A,7,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Theora lubrica,7,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Grandidierella japonica,6,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Diopatra sp,3,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Haminoea vesicula,3,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Laevicardium substriatum,3,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Nassarius tiarula,3,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Brada pilosa,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Maculaura alaskensis Cmplx,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Mediomastus sp,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Nuculana taphria,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Oligochaeta,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Paracerceis sp,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Phoronis sp,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Podocerus fulanus,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Scoletoma sp A,2,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Acteocina culcitella,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Actiniaria,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Amaeana occidentalis,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Anoplodactylus erectus,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Asthenothaerus diegensis,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Caesia perpinguis,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Callianax baetica,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Compsomyax subdiaphana,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Erileptus spinosus,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Eteone brigitteae,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Hermundura fauveli,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Leukoma staminea,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Maldanidae,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Malmgreniella macginitiei,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Microspio pigmentata,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Monocorophium insidiosum,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Mysidopsis californica,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Neotrypaea californiensis,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Nephtys caecoides,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Petaloclymene pacifica,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Philine auriformis,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Philine ornatissima,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Prionospio heterobranchia,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Prionospio lighti,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Scleroplax granulata,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Scoletoma sp C,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Sigambra sp,1,No,Marinas,Marinas,33.24,0.37406112
B18-10054,33.76028,-118.18738,21.7,m,0.37406112,1,8/9/2018,Spiophanes duplex,1,No,Marinas,Marinas,33.24,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Scoletoma sp C,18,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Cossura sp A,12,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Leitoscoloplos pugettensis,10,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Prionospio heterobranchia,8,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Theora lubrica,8,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Pista brevibranchiata,6,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Scolelepis (Parascolelepis) texana,6,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Amphipholis squamata,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Aphelochaeta sp,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Diplocirrus sp SD1,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Glycera americana,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Mactrotoma californica,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Musculista senhousia,4,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Scoletoma sp,4,Yes,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Dorvillea (Schistomeringos) longicornis,3,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Fabricinuda limnicola,3,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Goniada littorea,3,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Lyonsia californica,3,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Petaloclymene pacifica,3,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Amaeana occidentalis,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Anoplodactylus erectus,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Anotomastus gordiodes,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Edwardsia californica,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Grandidierella japonica,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Metasychis disparidentatus,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Prionospio lighti,2,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Bivalvia,1,Yes,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Chaetozone corona,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Cooperella subdiaphana,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Cossura sp,1,Yes,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Exogone lourei,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Laevicardium substriatum,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Lineidae,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Maldanidae,1,Yes,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Malmgreniella macginitiei,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Mediomastus sp,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Megasyllis nipponica,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Mysidopsis californica,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Nassarius mendicus,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Paraprionospio alata,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Phoronis sp,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Praxillella pacifica,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Pseudopolydora paucibranchiata,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Spiochaetopterus costarum Cmplx,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Spionidae,1,Yes,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Spirorbidae,1,No,Marinas,Marinas,-99,0.37406112
B18-10055,33.75551,-118.12986,17.8,m,0.37406112,1,8/16/2018,Tagelus affinis,1,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Laevicardium substriatum,22,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Diplocirrus sp SD1,20,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Scoletoma sp C,20,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Pista brevibranchiata,16,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Metasychis disparidentatus,13,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Amphipholis squamata,11,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Crucibulum spinosum,10,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Lineidae,10,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Leptosynapta sp,9,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Amphideutopus oculatus,5,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Bulla gouldiana,5,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Chaetozone corona,5,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Grandidierella japonica,5,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Leitoscoloplos pugettensis,5,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Euphilomedes carcharodonta,4,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Musculista senhousia,4,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Scoletoma sp,4,Yes,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Cossura sp A,3,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Heteronemertea,3,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Kurtiella coani,3,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Phoronis sp,3,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Argopecten ventricosus,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Chondrochelia dubia Cmplx,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Eochelidium sp A,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Mactrotoma californica,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Mediomastus sp,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Paraprionospio alata,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Phoronidae,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Phtisica marina,2,No,Marinas,Marinas,-99,0.37406112
B18-10056,33.7555,-118.11381,12.8,m,0.37406112,1,8/16/2018,Tagelus affinis,2,No,Marinas,Marinas,-99,0.37406112
