"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT"
"B98-2169",1-01-01,1,15,2,3,18,0,0,0,0
"B98-2170",1-01-01,1,32,4,5,11,0,0,0,0
"B98-2172",1-01-01,1,47,6,7,90,0,0,0,0
"B98-2173",1-01-01,1,33,9,4,150,0,0,0,0
"B98-2174",1-01-01,1,47,9,13,618,0,0,0,-0.1
"B98-2175",1-01-01,1,56,10,8,38,0,0,0,0
"B98-2176",1-01-01,1,26,5,7,12,0,0,0,0
"B98-2177",1-01-01,1,8,1,5,8,0,0,0,0
"B98-2178",1-01-01,1,32,8,6,13,0,0,0,0
"B98-2179",1-01-01,1,33,4,4,26,0,0,0,0
"B98-2182",1-01-01,1,5,1,1,1,0,0,0,-0.1
"B98-2184",1-01-01,1,40,9,6,13,0,0,0,0
"B98-2185",1-01-01,1,45,8,6,18,0,0,0,0
"B98-2186",1-01-01,1,77,15,13,107,0,0,0,0
"B98-2187",1-01-01,1,73,18,11,31,0,0,0,0
"B98-2188",1-01-01,1,37,7,7,17,0,0,0,0
"B98-2189",1-01-01,1,85,14,10,50,0,0,0,0
"B98-2190",1-01-01,1,85,7,15,82,0,0,0,0
"B98-2191",1-01-01,1,59,10,6,12,0,0,0,0
"B98-2192",1-01-01,1,80,11,11,38,0,0,0,0
"B98-2194",1-01-01,1,67,11,11,28,0,1,0,0
"B98-2195",1-01-01,1,70,10,14,56,0,0,0,0
"B98-2196",1-01-01,1,81,14,13,36,0,0,0,-0.1
"B98-2197",1-01-01,1,71,10,13,34,0,0,0,0
"B98-2198",1-01-01,1,73,13,12,24,0,0,0,0
"B98-2199",1-01-01,1,71,13,9,14,0,0,0,0
"B98-2200",1-01-01,1,88,15,8,19,0,0,0,0
"B98-2201",1-01-01,1,68,13,4,9,0,0,0,-0.1
"B98-2202",1-01-01,1,75,18,8,69,0,0,0,-0.1
"B98-2204",1-01-01,1,86,20,7,45,0,0,0,-0.2
"B98-2205",1-01-01,1,80,6,11,34,0,0,0,0
"B98-2206",1-01-01,1,97,10,18,61,0,0,0,-0.1
"B98-2207",1-01-01,1,44,4,9,26,0,0,0,0
"B98-2208",1-01-01,1,107,13,16,40,0,0,0,-0.1
"B98-2209",1-01-01,1,77,14,8,22,0,0,0,-0.1
"B98-2210",1-01-01,1,89,13,12,31,0,0,0,0
"B98-2211",1-01-01,1,97,12,19,61,0,0,0,0
"B98-2212",1-01-01,1,94,18,14,43,0,2,0,-0.1
"B98-2213",1-01-01,1,46,4,8,19,0,0,0,0
"B98-2214",1-01-01,1,67,16,6,12,0,0,0,0
"B98-2215",1-01-01,1,60,10,5,9,0,0,0,0
"B98-2216",1-01-01,1,49,7,7,10,0,0,0,0
"B98-2217",1-01-01,1,54,9,5,8,0,0,0,0
"B98-2218",1-01-01,1,66,16,8,13,0,0,0,0
"B98-2219",1-01-01,1,63,4,14,39,0,0,0,0
"B98-2220",1-01-01,1,67,19,6,12,0,0,0,0
"B98-2221",1-01-01,1,34,6,10,167,0,0,0,-0.1
"B98-2222",1-01-01,1,35,4,14,113,0,0,0,-0.1
"B98-2223",1-01-01,1,36,5,9,238,0,0,0,0
"B98-2224",1-01-01,1,38,9,10,88,0,3,0,0
"B98-2225",1-01-01,1,67,11,20,838,0,0,0,-0.1
"B98-2226",1-01-01,1,53,12,15,476,0,1,0,0
"B98-2227",1-01-01,1,47,11,8,223,0,27,0,0
"B98-2228",1-01-01,1,39,9,10,25,0,2,0,0
"B98-2229",1-01-01,1,60,12,15,180,0,10,0,0
"B98-2230",1-01-01,1,65,12,14,350,0,22,3,-0.2
"B98-2231",1-01-01,1,65,14,16,306,0,8,0,0
"B98-2233",1-01-01,1,36,9,7,28,0,1,0,-0.1
"B98-2235",1-01-01,1,28,4,7,16,0,0,0,-0.1
"B98-2238",1-01-01,1,37,7,8,30,0,0,0,-0.1
"B98-2239",1-01-01,1,26,5,5,70,0,0,0,-0.1
"B98-2240",1-01-01,1,37,11,5,8,0,5,0,-0.1
"B98-2241",1-01-01,1,44,9,6,88,0,0,2,-0.2
"B98-2242",1-01-01,1,26,3,6,26,0,0,0,0
"B98-2243",1-01-01,1,46,9,8,76,0,0,8,-0.1
"B98-2244",1-01-01,1,46,9,9,150,0,7,5,-0.2
"B98-2245",1-01-01,1,24,6,2,3,0,0,0,0
"B98-2247",1-01-01,1,34,8,8,54,0,0,0,-0.1
"B98-2249",1-01-01,1,36,9,4,5,0,0,0,0
"B98-2251",1-01-01,1,34,4,6,21,0,0,0,-0.1
"B98-2252",1-01-01,1,36,8,9,87,0,13,1,0
"B98-2253",1-01-01,1,32,6,5,27,0,0,0,-0.1
"B98-2254",1-01-01,1,33,5,6,18,0,0,0,-0.2
"B98-2255",1-01-01,1,26,6,6,31,0,0,0,0
"B98-2256",1-01-01,1,26,6,6,38,0,0,0,0
"B98-2257",1-01-01,1,33,7,5,27,0,1,0,-0.1
"B98-2258",1-01-01,1,34,4,9,26,0,0,0,-0.1
"B98-2259",1-01-01,1,22,5,3,6,0,1,0,-0.1
"B98-2260",1-01-01,1,47,6,7,20,0,0,9,-0.1
"B98-2262",1-01-01,1,28,4,5,6,0,0,0,0
"B98-2263",1-01-01,1,41,10,9,45,0,2,0,0
"B98-2264",1-01-01,1,25,4,5,26,0,0,0,-0.1
"B98-2265",1-01-01,1,45,14,10,238,0,8,0,0
"B98-2266",1-01-01,1,60,5,10,24,0,0,0,-0.1
"B98-2267",1-01-01,1,75,12,14,69,0,0,2,0
"B98-2268",1-01-01,1,76,9,8,17,0,0,0,0
"B98-2269",1-01-01,1,77,8,13,48,0,0,0,-0.1
"B98-2272",1-01-01,1,73,9,14,43,0,0,0,-0.1
"B98-2273",1-01-01,1,32,6,10,29,0,0,0,0
"B98-2274",1-01-01,1,37,3,19,85,0,0,0,0
"B98-2275",1-01-01,1,31,2,12,75,0,0,1,0
"B98-2276",1-01-01,1,34,4,7,68,0,0,0,0
"B98-2277",1-01-01,1,100,19,16,38,0,0,0,-0.1
"B98-2278",1-01-01,1,94,16,18,70,0,0,0,-0.2
"B98-2279",1-01-01,1,39,6,10,21,0,0,0,0
"B98-2280",1-01-01,1,73,15,11,28,0,0,0,0
"B98-2281",1-01-01,1,69,17,10,27,0,0,0,0
"B98-2282",1-01-01,1,44,11,14,25,0,0,0,0
"B98-2283",1-01-01,1,59,14,11,16,0,0,0,0
"B98-2284",1-01-01,1,72,17,11,36,0,0,0,0
"B98-2285",1-01-01,1,46,13,5,8,0,0,0,0
"B98-2286",1-01-01,1,54,6,9,20,0,0,0,0
"B98-2287",1-01-01,1,46,15,6,23,0,0,0,0
"B98-2288",1-01-01,1,83,12,13,37,0,0,0,-0.1
"B98-2289",1-01-01,1,31,6,4,12,0,0,0,0
"B98-2290",1-01-01,1,23,2,2,3,0,0,0,0
"B98-2291",1-01-01,1,34,7,5,6,0,0,0,-0.1
"B98-2292",1-01-01,1,28,5,1,1,0,0,0,0
"B98-2293",1-01-01,1,25,2,3,10,0,0,0,0
"B98-2294",1-01-01,1,79,14,13,27,0,0,0,0
"B98-2295",1-01-01,1,67,13,12,31,0,0,0,0
"B98-2296",1-01-01,1,67,7,9,29,0,0,0,0
"B98-2297",1-01-01,1,39,6,9,21,0,0,0,0
"B98-2298",1-01-01,1,38,8,8,24,0,0,0,0
"B98-2299",1-01-01,1,54,15,8,24,0,0,0,0
"B98-2300",1-01-01,1,54,12,8,14,0,0,0,0
"B98-2301",1-01-01,1,69,1,14,47,0,0,0,-0.1
"B98-2302",1-01-01,1,46,11,7,8,0,0,0,0
"B98-2303",1-01-01,1,50,11,8,17,0,0,0,0
"B98-2304",1-01-01,1,12,3,0,0,0,0,0,0
"B98-2305",1-01-01,1,32,5,8,26,0,0,6,0
"B98-2306",1-01-01,1,20,1,9,74,0,0,0,0
"B98-2307",1-01-01,1,27,4,4,14,0,0,4,0
"B98-2308",1-01-01,1,20,7,2,12,0,0,0,0
"B98-2310",1-01-01,1,42,4,11,55,0,0,0,0
"B98-2311",1-01-01,1,5,0,3,3,0,0,0,0
"B98-2312",1-01-01,1,101,15,18,60,0,0,0,0
"B98-2314",1-01-01,1,54,6,14,59,0,0,1,0
"B98-2315",1-01-01,1,39,9,16,71,0,0,0,0
"B98-2317",1-01-01,1,31,6,7,12,0,0,0,-0.1
"B98-2318",1-01-01,1,38,6,9,13,0,0,1,0
"B98-2319",1-01-01,1,58,13,13,35,0,0,0,0
"B98-2320",1-01-01,1,27,3,10,23,0,0,2,0
"B98-2321",1-01-01,1,68,14,11,69,0,0,0,-0.1
"B98-2325",1-01-01,1,38,7,7,12,0,0,2,0
"B98-2326",1-01-01,1,31,6,6,15,0,0,8,0
"B98-2328",1-01-01,1,25,9,4,10,0,0,1,0
"B98-2329",1-01-01,1,18,4,6,16,0,0,1,0
"B98-2330",1-01-01,1,16,3,2,14,0,0,1,0
"B98-2331",1-01-01,1,13,5,3,3,0,0,0,-0.1
"B98-2335",1-01-01,1,22,5,4,7,0,0,1,0
"B98-2338",1-01-01,1,19,6,3,5,0,0,0,0
"B98-2339",1-01-01,1,32,8,8,14,0,0,0,0
"B98-2340",1-01-01,1,26,8,5,14,0,0,1,0
"B98-2341",1-01-01,1,62,7,17,52,0,0,0,0
"B98-2342",1-01-01,1,51,5,6,13,0,0,0,0
"B98-2343",1-01-01,1,41,4,8,22,0,0,0,0
"B98-2344",1-01-01,1,78,5,14,78,0,0,0,0
"B98-2345",1-01-01,1,70,16,12,24,0,0,0,0
"B98-2346",1-01-01,1,50,8,6,12,0,0,0,0
"B98-2347",1-01-01,1,56,16,8,17,0,0,0,0
"B98-2348",1-01-01,1,27,7,3,7,0,0,0,0
"B98-2349",1-01-01,1,73,10,17,55,0,0,0,0
"B98-2350",1-01-01,1,57,6,7,19,0,0,0,0
"B98-2351",1-01-01,1,113,18,14,23,0,0,0,0
"B98-2352",1-01-01,1,22,3,7,19,0,0,0,0
"B98-2353",1-01-01,1,52,9,9,15,0,0,0,0
"B98-2354",1-01-01,1,41,5,11,20,0,0,0,0
"B98-2355",1-01-01,1,44,5,9,32,0,0,0,0
"B98-2356",1-01-01,1,102,15,15,43,0,0,0,0
"B98-2357",1-01-01,1,37,4,2,3,0,0,0,0
"B98-2358",1-01-01,1,55,7,5,7,0,0,0,0
"B98-2359",1-01-01,1,79,9,14,65,0,0,0,-0.1
"B98-2360",1-01-01,1,50,5,9,24,0,0,0,-0.1
"B98-2361",1-01-01,1,48,10,11,21,0,0,1,0
"B98-2362",1-01-01,1,36,4,3,3,0,0,0,0
"B98-2363",1-01-01,1,42,9,5,13,0,0,0,0
"B98-2364",1-01-01,1,66,8,9,12,0,0,0,0
"B98-2365",1-01-01,1,35,7,6,10,0,0,0,-0.1
"B98-2366",1-01-01,1,22,4,3,6,0,0,0,0
"B98-2367",1-01-01,1,17,2,1,2,0,0,0,0
"B98-2368",1-01-01,1,18,3,3,3,0,0,0,0
"B98-2369",1-01-01,1,34,10,5,17,0,0,0,0
"B98-2370",1-01-01,1,30,9,2,6,0,0,0,0
"B98-2371",1-01-01,1,23,4,1,1,0,0,0,0
"B98-2372",1-01-01,1,35,2,3,7,0,0,0,0
"B98-2373",1-01-01,1,42,12,4,11,0,0,0,0
"B98-2374",1-01-01,1,19,0,2,3,0,0,0,0
"B98-2375",1-01-01,1,58,13,5,14,0,0,0,0
"B98-2376",1-01-01,1,67,13,8,24,0,0,0,0
"B98-2377",1-01-01,1,52,8,13,49,0,0,0,0
"B98-2378",1-01-01,1,78,10,17,54,0,0,0,0
"B98-2379",1-01-01,1,30,4,7,16,0,0,3,0
"B98-2380",1-01-01,1,93,11,21,78,0,1,1,-0.1
"B98-2381",1-01-01,1,52,9,13,34,0,0,0,0
"B98-2382",1-01-01,1,82,16,10,34,0,1,0,0
"B98-2383",1-01-01,1,39,4,12,19,0,0,4,0
"B98-2384",1-01-01,1,53,5,6,15,0,0,0,0
"B98-2385",1-01-01,1,56,8,16,56,0,0,0,0
"B98-2386",1-01-01,1,46,8,8,14,0,0,2,0
"B98-2387",1-01-01,1,55,8,5,7,0,0,0,0
"B98-2388",1-01-01,1,36,5,4,40,0,0,0,0
"B98-2389",1-01-01,1,52,5,14,29,0,0,0,0
"B98-2390",1-01-01,1,79,15,8,21,0,0,0,-0.2
"B98-2391",1-01-01,1,76,14,8,26,0,0,1,0
"B98-2392",1-01-01,1,87,19,11,65,0,0,0,0
"B98-2393",1-01-01,1,33,5,5,23,0,0,0,0
"B98-2394",1-01-01,1,71,12,11,52,0,0,0,-0.1
"B98-2395",1-01-01,1,41,7,8,24,0,0,3,0
"B98-2396",1-01-01,1,83,8,11,21,0,0,0,0
"B98-2397",1-01-01,1,107,16,11,31,0,0,0,-0.1
"B98-2398",1-01-01,1,83,12,12,40,0,0,0,-0.1
"B98-2399",1-01-01,1,37,7,3,8,0,0,7,0
"B98-2400",1-01-01,1,77,10,12,50,0,0,0,0
"B98-2401",1-01-01,1,81,15,5,9,0,0,0,0
"B98-2402",1-01-01,1,120,24,20,64,0,0,0,-0.2
"B98-2403",1-01-01,1,46,7,4,7,0,0,0,-0.1
"B98-2404",1-01-01,1,41,8,11,33,0,0,0,0
"B98-2405",1-01-01,1,42,7,5,7,0,0,0,0
"B98-2406",1-01-01,1,39,8,9,25,0,0,1,0
"B98-2407",1-01-01,1,46,5,10,15,0,0,0,0
"B98-2408",1-01-01,1,39,4,5,6,0,0,0,0
"B98-2409",1-01-01,1,16,2,5,34,0,0,0,0
"B98-2410",1-01-01,1,73,8,11,24,0,0,0,-0.1
"B98-2411",1-01-01,1,49,4,5,5,0,0,0,0
"B98-2412",1-01-01,1,53,14,5,10,0,0,0,0
"B98-2413",1-01-01,1,94,15,11,38,0,0,0,0
"B98-2414",1-01-01,1,25,3,8,12,0,0,3,0
"B98-2415",1-01-01,1,35,6,11,24,0,0,1,0
"B98-2417",1-01-01,1,51,10,15,65,0,0,0,0
"B98-2418",1-01-01,1,61,4,15,56,0,0,0,0
"B98-2419",1-01-01,1,65,14,7,11,0,0,0,0
"B98-2421",1-01-01,1,47,6,11,172,0,0,0,-0.1
"B98-2423",1-01-01,1,76,30,12,332,0,6,0,-0.1
"B98-2424",1-01-01,1,49,13,14,171,0,11,0,0
"B98-2425",1-01-01,1,102,27,31,1116,0,3,0,-0.2
"B98-2426",1-01-01,1,47,10,6,197,0,0,0,0
"B98-2427",1-01-01,1,30,6,6,43,0,0,0,0
"B98-2428",1-01-01,1,16,3,3,4,0,0,0,-0.1
"B98-2430",1-01-01,1,48,5,9,24,0,0,0,0
"B98-2431",1-01-01,1,35,7,5,12,0,0,0,0
"B98-2432",1-01-01,1,22,3,2,3,0,0,0,0
"B98-2433",1-01-01,1,55,10,9,137,0,14,1,-0.1
"B98-2434",1-01-01,1,49,12,9,40,0,21,9,-0.1
"B98-2435",1-01-01,1,57,16,10,50,0,9,0,0
"B98-2436",1-01-01,1,48,14,13,142,0,10,0,-0.1
"B98-2438",1-01-01,1,33,8,2,2,0,0,0,-0.2
"B98-2439",1-01-01,1,33,5,12,83,0,1,0,0
"B98-2440",1-01-01,1,54,6,16,69,0,0,4,-0.1
"B98-2441",1-01-01,1,81,25,10,18,0,9,0,-0.1
"B98-2442",1-01-01,1,48,14,4,7,0,1,0,-0.1
"B98-2443",1-01-01,1,5,0,0,0,0,0,0,0
"B98-2444",1-01-01,1,6,1,0,0,0,0,0,0
"B98-2445",1-01-01,1,11,2,3,12,0,0,0,0
"B98-2446",1-01-01,1,8,0,0,0,0,0,0,0
"B98-2447",1-01-01,1,21,5,2,3,0,0,0,0
"B98-2448",1-01-01,1,46,10,13,69,0,0,7,0
"B98-2449",1-01-01,1,40,9,6,31,0,0,0,0
"B98-2450",1-01-01,1,11,2,1,2,0,0,0,-0.1
"B98-2451",1-01-01,1,52,11,8,24,0,0,0,0
"B98-2453",1-01-01,1,26,5,5,17,0,0,9,0
"B98-2454",1-01-01,1,37,6,11,48,0,0,1,0
"B98-2455",1-01-01,1,74,11,10,30,0,0,0,-0.1
"B98-2456",1-01-01,1,87,13,15,40,0,0,0,0
"B98-2457",1-01-01,1,61,9,14,27,0,0,0,0
"B98-2467",1-01-01,1,38,4,10,31,0,0,0,0
"B98-2469",1-01-01,1,77,10,14,50,0,0,0,-0.2
"B98-2472",1-01-01,1,84,12,16,36,0,0,0,-0.1
"B98-2475",1-01-01,1,44,4,6,14,0,0,0,-0.1
"B98-2476",1-01-01,1,23,3,11,107,0,0,0,0
"B98-2479",1-01-01,1,91,12,12,32,0,0,0,-0.2
"B98-2480",1-01-01,1,69,7,15,48,0,0,0,-0.2
"B98-2482",1-01-01,1,110,7,24,117,0,0,0,0
"B98-2483",1-01-01,1,83,11,15,54,0,0,0,0
"B98-2485",1-01-01,1,77,8,14,47,0,0,0,0
"B98-2487",1-01-01,1,50,9,11,146,0,0,0,0
"B98-2489",1-01-01,1,84,8,14,24,0,0,0,0
"B98-2490",1-01-01,1,65,4,10,12,0,0,0,-0.1
"B98-2491",1-01-01,1,82,6,11,31,0,0,0,-0.2
"B98-2492",1-01-01,1,82,7,14,19,0,0,0,-0.1
"B98-2493",1-01-01,1,58,6,8,16,0,0,0,0
"B98-2511",1-01-01,1,46,5,10,18,0,0,0,0
"B98-2512",1-01-01,1,69,5,11,39,0,0,0,-0.1
"B98-2513",1-01-01,1,63,5,17,51,0,0,0,0
"B98-2514",1-01-01,1,69,4,10,92,0,0,0,-0.2
"B98-2515",1-01-01,1,107,19,16,44,0,0,0,-0.1
"B98-2516",1-01-01,1,75,7,13,46,0,0,0,0
"B98-2518",1-01-01,1,82,13,17,34,0,0,0,-0.2
"B98-2519",1-01-01,1,103,10,13,40,0,0,0,-0.2
"B98-2520",1-01-01,1,78,5,18,53,0,0,0,0
"B98-2521",1-01-01,1,77,5,8,19,0,0,0,-0.1
"B98-2522",1-01-01,1,92,9,18,140,0,0,0,-0.1
"B98-2523",1-01-01,1,48,7,11,19,0,0,0,0
"B98-2540",1-01-01,1,37,3,5,12,0,0,0,0
"B98-2542",1-01-01,1,11,3,2,3,0,0,0,0
"B98-2543",1-01-01,1,59,4,20,163,0,0,0,0
"B98-2545",1-01-01,1,41,6,12,33,0,0,0,-0.1
"B98-2546",1-01-01,1,41,3,10,29,0,0,0,0
"B98-2547",1-01-01,1,55,7,11,38,0,0,0,0
"B98-2549",1-01-01,1,20,1,8,58,0,0,0,-0.1
"B98-2551",1-01-01,1,24,7,3,3,0,0,0,-0.1
"B98-2555",1-01-01,1,39,9,6,15,0,0,0,0
"B98-2556",1-01-01,1,31,6,6,9,0,0,0,0
"B98-2558",1-01-01,1,35,11,6,10,0,0,0,0
"B98-2559",1-01-01,1,5,1,1,1,0,0,0,0
"B98-2560",1-01-01,1,40,4,6,10,0,0,0,0
"B98-2561",1-01-01,1,38,8,4,7,0,0,0,0
"B98-2563",1-01-01,1,30,4,0,0,0,0,0,0
"B98-2565",1-01-01,1,40,8,2,2,0,0,0,0
"B98-2567",1-01-01,1,10,1,2,2,0,0,0,0
"B98-2568",1-01-01,1,10,1,3,3,0,0,0,0
"B98-2569",1-01-01,1,40,3,13,17,0,0,0,0
"B98-2570",1-01-01,1,30,7,5,12,0,0,0,0
"B98-2572",1-01-01,1,43,3,7,14,0,0,0,0
"B98-2574",1-01-01,1,43,7,13,39,0,0,0,0
"B98-2575",1-01-01,1,29,2,5,10,0,0,0,0
"B98-2576",1-01-01,1,23,2,7,23,0,0,0,0
"B98-2577",1-01-01,1,6,0,0,0,0,0,0,0
"B98-2578",1-01-01,1,43,6,6,6,0,0,0,0
"B98-2579",1-01-01,1,18,4,2,2,0,0,0,0
"B98-2582",1-01-01,1,24,4,7,11,0,0,0,0
"B98-2583",1-01-01,1,25,4,6,12,0,0,0,0
"B98-2584",1-01-01,1,33,6,9,19,0,0,0,0
"B98-2585",1-01-01,1,27,2,2,2,0,0,0,0
"B98-2587",1-01-01,1,40,8,11,48,0,0,0,0
"B98-2588",1-01-01,1,24,2,5,5,0,0,0,0
"B98-2589",1-01-01,1,17,2,4,5,0,0,0,0
"B98-2590",1-01-01,1,19,2,2,3,0,0,0,0
"B98-2591",1-01-01,1,34,2,6,12,0,0,0,0
"B98-2592",1-01-01,1,14,2,2,10,0,0,0,0
"B98-2593",1-01-01,1,15,3,5,6,0,0,0,0
"B98-2594",1-01-01,1,36,4,2,4,0,0,0,0
"B98-2595",1-01-01,1,14,2,3,6,0,0,0,0
"B98-2596",1-01-01,1,28,6,5,7,0,0,0,0
"B98-2597",1-01-01,1,29,7,5,6,0,0,0,0
"B98-2599",1-01-01,1,44,16,9,18,0,0,1,0
"B98-2601",1-01-01,1,33,9,5,13,0,0,0,0
"B98-2602",1-01-01,1,48,10,6,12,0,0,0,0
"B98-2603",1-01-01,1,40,5,8,21,0,0,0,0
"B98-2604",1-01-01,1,22,6,4,4,0,0,0,0
"B98-2606",1-01-01,1,41,2,10,22,0,0,0,0
"B98-2607",1-01-01,1,33,5,3,4,0,0,0,0
"B98-2608",1-01-01,1,51,13,6,12,0,0,0,0
"B98-2609",1-01-01,1,54,11,13,38,0,0,0,0
"B98-2610",1-01-01,1,10,2,2,4,0,0,0,0
"B98-2611",1-01-01,1,19,3,2,2,0,0,0,0
"B98-2613",1-01-01,1,18,2,4,5,0,0,0,0
"B98-2614",1-01-01,1,36,2,11,20,0,0,0,0
"B98-2615",1-01-01,1,18,7,3,3,0,0,0,0
"B98-2616",1-01-01,1,32,4,5,5,0,0,0,0
"B98-2617",1-01-01,1,41,3,9,16,0,0,0,0
"B98-2618",1-01-01,1,28,2,4,6,0,0,0,0
"B98-2619",1-01-01,1,5,0,0,0,0,0,0,0
"B98-2620",1-01-01,1,22,4,3,3,0,0,0,0
"B98-2621",1-01-01,1,22,2,6,15,0,0,0,0
"B98-2622",1-01-01,1,27,4,4,5,0,0,0,0
"B98-2623",1-01-01,1,37,2,12,23,0,0,0,0
"B98-2624",1-01-01,1,25,3,6,12,0,0,0,0
"B98-2625",1-01-01,1,29,4,5,5,0,0,0,0
"B98-2628",1-01-01,1,39,5,6,9,0,0,0,0
"B98-2630",1-01-01,1,31,6,9,20,0,0,0,0
"B98-2631",1-01-01,1,21,1,1,1,0,0,0,0
"B98-2633",1-01-01,1,7,0,0,0,0,0,0,0
"B98-2634",1-01-01,1,6,1,0,0,0,0,0,0
"B98-2636",1-01-01,1,10,1,0,0,0,0,0,0
"B98-2637",1-01-01,1,28,3,4,4,0,0,0,0
"B98-2638",1-01-01,1,23,6,1,1,0,0,0,0
"B98-2639",1-01-01,1,38,7,8,11,0,0,0,0
"B98-2640",1-01-01,1,24,6,4,4,0,0,0,0
"B98-2641",1-01-01,1,33,5,8,13,0,0,0,0
"B98-2643",1-01-01,1,52,8,10,28,0,0,0,0
"B98-2644",1-01-01,1,43,6,6,15,0,0,0,-0.1
"B98-2645",1-01-01,1,45,8,8,17,0,0,0,0
"BOEM23-001",1-01-01,1,31,2,9,44,0,0,0,0
"BOEM23-002",1-01-01,1,27,3,10,20,0,0,0,0
"BOEM23-003",1-01-01,1,27,5,7,22,0,0,0,0
"BOEM23-004",1-01-01,1,35,3,6,16,0,0,0,0
"BOEM23-005",1-01-01,1,37,4,11,38,0,0,0,0
"BOEM23-006",1-01-01,1,23,1,9,16,0,0,0,0
"BOEM23-007",1-01-01,1,38,3,9,15,0,0,0,0
"BOEM23-008",1-01-01,1,30,1,11,25,0,0,0,0
"BOEM23-009",1-01-01,1,28,1,6,16,0,0,0,0
"BOEM23-010",1-01-01,1,45,2,10,58,0,0,0,-0.1
"BOEM23-011",1-01-01,1,30,6,6,15,0,0,0,0
"BOEM23-012",1-01-01,1,19,3,1,1,0,0,0,0
"BOEM23-013",1-01-01,1,31,2,4,8,0,0,0,-0.2
"BOEM23-014",1-01-01,1,26,6,2,10,0,0,0,0
"BOEM23-015",1-01-01,1,34,6,5,31,0,0,0,0
"BOEM23-016",1-01-01,1,27,6,5,12,0,0,0,0
"BOEM23-017",1-01-01,1,21,4,3,9,0,0,0,0
"BOEM23-018",1-01-01,1,43,6,9,32,0,0,0,-0.1
"BOEM23-019",1-01-01,1,4,2,0,0,0,0,0,0
"BOEM23-020",1-01-01,1,2,0,1,2,0,0,0,0
