"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NotomastusAbun","PctSensTaxa"
"B98-2614",1-01-01,1,49,2,1,26.530612244898
"B98-2615",1-01-01,1,24,7,0,8.33333333333333
"B98-2616",1-01-01,1,42,4,0,19.047619047619
"B98-2617",1-01-01,1,57,3,0,17.5438596491228
"B98-2618",1-01-01,1,32,2,0,12.5
"B98-2619",1-01-01,1,10,0,0,20
"B98-2620",1-01-01,1,27,4,0,18.5185185185185
"B98-2621",1-01-01,1,33,2,0,27.2727272727273
"B98-2622",1-01-01,1,33,4,1,33.3333333333333
"B98-2623",1-01-01,1,42,2,0,26.1904761904762
"B98-2624",1-01-01,1,25,3,0,16
"B98-2625",1-01-01,1,36,4,0,22.2222222222222
"B98-2628",1-01-01,1,45,5,0,22.2222222222222
"B98-2630",1-01-01,1,35,6,0,25.7142857142857
"B98-2631",1-01-01,1,28,1,4,17.8571428571429
"B98-2633",1-01-01,1,10,0,0,20
"B98-2634",1-01-01,1,7,1,0,28.5714285714286
"B98-2636",1-01-01,1,12,1,0,16.6666666666667
"B98-2637",1-01-01,1,36,3,0,19.4444444444444
"B98-2638",1-01-01,1,31,6,1,25.8064516129032
"B98-2639",1-01-01,1,46,7,0,15.2173913043478
"B98-2640",1-01-01,1,41,6,0,14.6341463414634
"B98-2641",1-01-01,1,35,5,0,25.7142857142857
"B98-2643",1-01-01,1,66,8,0,16.6666666666667
"B98-2644",1-01-01,1,54,6,0,16.6666666666667
"B98-2645",1-01-01,1,55,8,0,25.4545454545455
"BOEM23-001",1-01-01,1,45,2,1,15.5555555555556
"BOEM23-002",1-01-01,1,40,3,2,17.5
"BOEM23-003",1-01-01,1,41,5,4,14.6341463414634
"BOEM23-004",1-01-01,1,45,3,15,11.1111111111111
"BOEM23-005",1-01-01,1,47,4,0,17.0212765957447
"BOEM23-006",1-01-01,1,30,1,0,23.3333333333333
"BOEM23-007",1-01-01,1,51,3,0,19.6078431372549
"BOEM23-008",1-01-01,1,41,1,0,17.0731707317073
"BOEM23-009",1-01-01,1,43,1,0,13.953488372093
"BOEM23-010",1-01-01,1,66,2,0,18.1818181818182
"BOEM23-011",1-01-01,1,34,6,0,20.5882352941176
"BOEM23-012",1-01-01,1,22,3,0,22.7272727272727
"BOEM23-013",1-01-01,1,37,2,0,16.2162162162162
"BOEM23-014",1-01-01,1,30,6,0,16.6666666666667
"BOEM23-015",1-01-01,1,42,6,0,21.4285714285714
"BOEM23-016",1-01-01,1,27,6,0,25.9259259259259
"BOEM23-017",1-01-01,1,26,4,0,26.9230769230769
"BOEM23-018",1-01-01,1,58,6,0,20.6896551724138
"BOEM23-019",1-01-01,1,6,2,0,16.6666666666667
"BOEM23-020",1-01-01,1,2,0,0,100
